dataset,model,evaluation_split,preprocessing_method,preprocessing_passes,learner_passes,total_data_passes,training_rows,preprocessing_rows_read,learner_rows_read,training_rows_read,roc_auc,brier_score,probability_rmse,accuracy,zero_one_error,probability_min,probability_max,unique_probabilities,preprocessing_seconds,structure_pass_seconds,parameter_pass_seconds,selection_pass_seconds,learner_training_seconds,evaluation_seconds,total_pipeline_training_seconds,k,k_max,selected_k,selected_feature_count,selected_features,SKDB_LOOCV_RMSE,n_features_total,smoothing,alpha,positive_class,random_seed,statistics_size_bytes
Skin Segmentation,Naive Bayes,validation,Fayyad-Irani supervised MDL (training split only),1,1,2,78038,78038,78038,78038,0.9331641910356072,0.12981236644310198,0.3602948326622268,0.8591473494022219,0.14085265059777807,5.630886629181321e-66,1.0,13397,948.6010730997659,0.0,36.26550159975886,0.0,36.26550159975886,22.23802959965542,984.8665746995248,0.0,,,,,,50,additive/Laplace (alpha=1),1.0,True,5,183994
Skin Segmentation,KDB,validation,Fayyad-Irani supervised MDL (training split only),1,2,3,78038,78038,156076,156076,0.950599707623958,0.0955765127949174,0.3091545128166778,0.8892092415330796,0.11079075846692044,8.065368321943481e-20,0.9999999999999998,24466,948.6010730997659,169.42837770003825,50.46626400016248,0.0,219.89464170020074,25.066145199816674,1168.4957147999667,1.0,,,,,,50,additive/Laplace (alpha=1),1.0,True,5,2369810
Skin Segmentation,Selective KDB,validation,Fayyad-Irani supervised MDL (training split only),1,3,4,78038,78038,234114,234114,0.963030440342916,0.0787909681592771,0.28069728919118025,0.9063545150501672,0.09364548494983282,1.0683331623203706e-23,1.0,23296,948.6010730997659,181.76931260013953,142.97745129978284,768.3317855000496,1093.078549399972,25.73498440021649,2041.679622499738,,5.0,2.0,46.0,"[""ParticleID_0"", ""ParticleID_16"", ""ParticleID_15"", ""ParticleID_2"", ""ParticleID_1"", ""ParticleID_5"", ""ParticleID_26"", ""ParticleID_22"", ""ParticleID_31"", ""ParticleID_3"", ""ParticleID_6"", ""ParticleID_7"", ""ParticleID_14"", ""ParticleID_24"", ""ParticleID_47"", ""ParticleID_27"", ""ParticleID_37"", ""ParticleID_30"", ""ParticleID_34"", ""ParticleID_48"", ""ParticleID_32"", ""ParticleID_25"", ""ParticleID_36"", ""ParticleID_9"", ""ParticleID_41"", ""ParticleID_8"", ""ParticleID_13"", ""ParticleID_4"", ""ParticleID_45"", ""ParticleID_29"", ""ParticleID_17"", ""ParticleID_23"", ""ParticleID_20"", ""ParticleID_19"", ""ParticleID_44"", ""ParticleID_28"", ""ParticleID_21"", ""ParticleID_39"", ""ParticleID_43"", ""ParticleID_46"", ""ParticleID_35"", ""ParticleID_49"", ""ParticleID_12"", ""ParticleID_10"", ""ParticleID_18"", ""ParticleID_11""]",0.27720952820019173,50,additive/Laplace (alpha=1),1.0,True,5,843691630
